,,,,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,,,,
,,,,,,
AR,ET,MG,SE,,,
,,,,,,
,,,,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,ET,,,,,
,,MG,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,SE,,,
AR,,MG,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,,MG,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
,,MG,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,,MG,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,,MG,,,,
AR,ET,,SE,,,
AR,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,SE,,,
AR,,MG,,,,
AR,ET,,SE,,,
,ET,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,,MG,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,,MG,,,,
AR,ET,,SE,,,
,ET,,,,,
AR,ET,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ET,,,,,
,,,,,,
AR,ET,,,,,
AR,,,,,,
,ET,,,,,
,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,,,,,
,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,SE,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,MG,,RO,,
AR,ET,MG,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,,,,,,
AR,,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,ET,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
,ET,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,MG,,RO,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,MG,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,MG,,RO,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,MG,,,,
,,,,,,
,,,,,,
,,MG,,RO,,
,,,,,,
,,,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,,MG,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,MG,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AR,ET,,,,FTO,
,ET,,,,FTO,
,ET,,,,FTO,
,ET,,,,FTO,
AR,ET,,,,FTO,
,ET,,,,FTO,
,ET,,,,FTO,
,ET,,,,FTO,
,,,,,FTO,
,ET,,,,FTO,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,MG,,RO,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
,ET,,,,,
,,,,,,
,,,,,,
,ET,MG,,,,
,,,,,,
,ET,,,,,
,ET,,,,,
,,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,RO,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,RO,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
,,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,SE,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,MG,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,SE,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,SE,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,MG,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,MG,,RO,,
AR,ET,,SE,,,
,,,,,,
AR,ET,MG,SE,RO,,
AR,ET,,SE,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
